EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanUnion|European Union
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNations|United Nations
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalLabourOrganization|International Labour Organization
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#ProgrammeForInternationalStudentAssessment|Programme for International Student Assessment
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#WomenInDevelopmentEurope|Women in Development Europe
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#DevelopmentAssistanceCommittee|Development Assistance Committee
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsEducationalScientificAndCulturalOrganization|United Nations Educational, Scientific and Cultural Organization
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#ConcernWorldwide|Concern Worldwide
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#StatisticalOfficeOfTheEuropeanCommunities|Statistical Office of the European Communities
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InclusionInternational|Inclusion International
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EconomicResearchForumForTheArabCountriesIranAndTurkey|Economic Research Forum for the Arab Countries, Iran and Turkey
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#DevelopmentCentre|Development Centre
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InterParliamentaryUnion|Inter-Parliamentary Union
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#WorldEconomicForum|World Economic Forum
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsEntityForGenderEqualityAndTheEmpowermentOfWomen|United Nations Entity for Gender Equality and the Empowerment of Women
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#BusinessAndIndustryAdvisoryCommitteeToTheOECD|Business and Industry Advisory Committee to the OECD
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanFoundationForTheImprovementOfLivingAndWorkingConditions|European Foundation for the Improvement of Living and Working Conditions
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UNESCOInstituteForStatistics|UNESCO Institute for Statistics
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsDevelopmentProgramme|United Nations Development Programme
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#ProgrammeForTheInternationalAssessmentOfAdultCompetencies|Programme for the International Assessment of Adult Competencies
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalFinanceCorporation|International Finance Corporation
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanCorporateGovernanceInstitute|European Corporate Governance Institute
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InterAmericanDevelopmentBank|Inter-American Development Bank
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#AsianDevelopmentBank|Asian Development Bank
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OECDEconomicsDepartment|Economics Department
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OECDDirectorateForEmploymentLabourAndSocialAffairs|Directorate for Employment, Labour and Social Affairs
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#BankForInternationalSettlements|Bank for International Settlements
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#DepartmentForInternationalDevelopment|Department for International Development
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedStatesPatentAndTrademarkOffice|United States Patent and Trademark Office
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalInstituteForDemocracyAndElectoralAssistance|International Institute for Democracy and Electoral Assistance
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanCentralBank|European Central Bank
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#CUTSInternational|CUTS International
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsChildrenSFund|United Nations Children's Fund
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#CouncilOfEurope|Council of Europe
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#WorldFoodProgramme|World Food Programme
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OECDPublicAffairsAndCommunicationsDirectorate|Public Affairs and Communications Directorate
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalDevelopmentResearchCentre|International Development Research Centre
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OECDDirectorateForFinancialAndEnterpriseAffairs|Directorate for Financial and Enterprise Affairs
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#ConsultativeGroupToAssistThePoor|Consultative Group to Assist the Poor
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#AfricanGovernanceInstitute|African Governance Institute
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsPopulationFund|United Nations Population Fund
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OECDDevelopmentCoOperationDirectorate|Development Co-operation Directorate
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#CommissionOnTheStatusOfWomen|Commission on the Status of Women
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedStatesAgencyForInternationalDevelopment|United States Agency for International Development
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsEconomicCommissionForEurope|United Nations Economic Commission for Europe
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsOfficeOnDrugsAndCrime|United Nations Office on Drugs and Crime
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OECDStatisticsDirectorate|Statistics Directorate
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#WorldHealthOrganization|World Health Organization
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#AfricaPartnershipForum|Africa Partnership Forum
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InstituteOfDevelopmentStudies|Institute of Development Studies
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#FederalGovernmentOfTheUnitedStates|Federal government of the United States
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#WorldBankGroup|World Bank Group
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#AsiaPacificEconomicCooperation|Asia-Pacific Economic Cooperation
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsConferenceOnTradeAndDevelopment|United Nations Conference on Trade and Development
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#FoodAndAgricultureOrganizationOfTheUnitedNations|Food and Agriculture Organization of the United Nations
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#BRIDGE|BRIDGE
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalOrganizationForStandardization|International Organization for Standardization
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#AfricanUnion|African Union
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OECDDirectorateForScienceTechnologyAndIndustry|Directorate for Science, Technology and Industry 
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InstituteOfDirectors|Institute of Directors
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#GroupOfEight|Group of Eight
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsEconomicCommissionForAfrica|United Nations Economic Commission for Africa
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanTradeAssociationForBusinessAngelsSeedFundsAndOtherEarlyStageMarketPlayers|European Trade Association for Business Angels, Seed Funds, and other Early Stage Market Players
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#AmnestyInternational|Amnesty International
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OECDPublicGovernanceAndTerritorialDevelopmentDirectorate|Public Governance and Territorial Development Directorate
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#CommonFundForCommodies|Common Fund for Commodies
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OECDDirectorateForEducationAndSkills|Directorate for Education and Skills
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalBankForReconstructionAndDevelopment|International Bank for Reconstruction and Development
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsStatisticsDivision|United Nations Statistics Division
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EurydiceNetwork|Eurydice Network
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Organisations#CentreForEntrepreneurshipSMEsAndLocalDevelopment|Centre for Entrepreneurship, SMEs and Local Development
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T2940|wages
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T4474|education
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T2836|labour market
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T5083|girls
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T6152|gender pay gap
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T835|business
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T5675|labour force participation
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T913|enterprises
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T194|labour
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T999|employment
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T3204|gender roles
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T5077|gender equality
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T3200|men
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T979|gender discrimination
EN-9789264179363-8112101e.pdf|http://kim.oecd.org/Taxonomy/Topics#T980|women
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#OECDCountries|OECD countries
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#EastAsia|East Asia
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#World|World
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#China|China
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#SouthKorea|Republic of Korea
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#AsiaAndThePacific|Asia and the Pacific
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#Asia|Asia
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#VietNam|Viet Nam
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#Japan|Japan
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#DevelopingCountries|Developing countries
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#Thailand|Thailand
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#LatinAmerica|Latin America
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#Taiwan|Chinese Taipei
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#ASEANCountries|ASEAN countries
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#NewlyIndustrializingCountries|Newly industrializing countries
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OrganisationForEconomicCoOperationAndDevelopment|Organisation for Economic Co-operation and Development
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#DevelopmentCentre|Development Centre
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#AssociationOfSoutheastAsianNations|Association of Southeast Asian Nations
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#WorldBank|World Bank
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#ClimateActionNetwork|Climate Action Network
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#DevelopmentAssistanceCommittee|Development Assistance Committee
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#AsianDevelopmentBank|Asian Development Bank
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#WorldTradeOrganization|World Trade Organization
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalMonetaryFund|International Monetary Fund
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#NewPartnershipforAfricaSDevelopment|New Partnership for Africa's Development
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanUnion|European Union
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalFundForAgriculturalDevelopment|International Fund for Agricultural Development
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#AsiaPacificEconomicCooperation|Asia-Pacific Economic Cooperation
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#GeneralAgreementOnTariffsAndTrade|General Agreement on Tariffs and Trade
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#ConcernWorldwide|Concern Worldwide
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanBankForReconstructionAndDevelopment|European Bank for Reconstruction and Development
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNationsConferenceOnTradeAndDevelopment|United Nations Conference on Trade and Development
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanCommunity|European Community
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalFinanceCorporation|International Finance Corporation
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNations|United Nations
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#BankForInternationalSettlements|Bank for International Settlements
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalDevelopmentEvaluationAssociation|International Development Evaluation Association
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanFreeTradeAssociation|European Free Trade Association
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#WomenInDevelopmentEurope|Women in Development Europe
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#CommonSouthernMarket|Common Southern Market
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#GroupOfSeven|Group of Seven
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InterAmericanDevelopmentBank|Inter-American Development Bank
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanCommission|European Commission
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#IberoAmericanAssociationOfChambersOfCommerce|Ibero-American Association of Chambers of Commerce
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#FoodAndAgricultureOrganizationOfTheUnitedNations|Food and Agriculture Organization of the United Nations
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#AfricanUnion|African Union
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OrganizationOfThePetroleumExportingCountries|Organization of the Petroleum Exporting Countries
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#CooperationCouncilForTtheArabStatesOfTheGulf|Cooperation Council for the Arab States of the Gulf
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalDevelopmentResearchCentre|International Development Research Centre
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#BRIDGE|BRIDGE
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Organisations#CUTSInternational|CUTS International
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T800|banks
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T608|development policy
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T1987|paper
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T935|government
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T1|development aid
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T646|economic growth
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T859|poverty
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T6088|policy coherence for development
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T2647|investment
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T621|economic development
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T5575|official development assistance
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T9|development centres
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T163|trade
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T5643|foreign direct investment
EN-9789264014688-4306051e.pdf|http://kim.oecd.org/Taxonomy/Topics#T843|crisis
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#France|France
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#Paris|Paris
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#NonOECDCountries|Non-OECD countries
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#OECDCountries|OECD countries
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#DevelopingCountries|Developing countries
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#Ottawa|Ottawa
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#World|World
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#SouthEastEurope|Southeast Europe
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#UnitedStates|United States
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#OECDArea|OECD area
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#ContinentalEurope|Continental Europe
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#Slovakia|Slovak Republic
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#CzechRepublic|Czech Republic
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#UnitedKingdom|United Kingdom
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#OrganisationForEconomicCoOperationAndDevelopment|Organisation for Economic Co-operation and Development
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#ConcernWorldwide|Concern Worldwide
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#ClimateActionNetwork|Climate Action Network
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#CouncilOfEurope|Council of Europe
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanCommunities|European Communities
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanParliament|European Parliament
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InternationalTelecommunicationUnion|International Telecommunication Union
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#EuropeanCommission|European Commission
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#UnitedNations|United Nations
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#BRIDGE|BRIDGE
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#InclusionInternational|Inclusion International
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#CommonFundForCommodies|Common Fund for Commodies
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Organisations#WomenInDevelopmentEurope|Women in Development Europe
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T4444|legislation
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T6140|use of data
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T4609|information
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T2672|interest
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T1086|groups
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T4995|networks
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T113|law
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T3704|data protection
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T3528|data collecting
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T3705|privacy
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T3548|data processing
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T4893|guidelines
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T3703|privacy protection
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T6277|personal data
EN-9789264197190-9302011e.pdf|http://kim.oecd.org/Taxonomy/Topics#T4137|transnational data flow
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#Paris|Paris
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#UnitedStates|United States
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#UnitedKingdom|United Kingdom
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#Slovakia|Slovak Republic
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#NewZealand|New Zealand
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#SouthKorea|Republic of Korea
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#CzechRepublic|Czech Republic
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#OECDCountries|OECD countries
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#Rome|Rome
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#DevelopingCountries|Developing countries
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#DevelopedCountries|Developed countries
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#World|World
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#EU15Countries|EU15 countries
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#AfricaSouthOfSahara|Africa South of Sahara
EN-9789264111233-5111051e.pdf|http://kim.oecd.org/Taxonomy/GeographicalAreas#EuropeanUnionCountries|European Union
