File|Manual Only|Correct|Common|Correct|Incorrect|Temis Only|Correct|Incorrect|
EN-9789264031821-0407061e.pdf||||||[GeographicalAreas]: Sweden|1||
EN-9789264031821-0407061e.pdf||||||[GeographicalAreas]: Spain|1||
EN-9789264031821-0407061e.pdf||||||[GeographicalAreas]: Italy|1||
EN-9789264031821-0407061e.pdf||||||[GeographicalAreas]: Norway|1||
EN-9789264031821-0407061e.pdf||||||[GeographicalAreas]: Republic of Korea|1||
EN-9789264031821-0407061e.pdf||||||[GeographicalAreas]: Japan|1||
EN-9789264031821-0407061e.pdf||||||[GeographicalAreas]: Democratic Republic of Germany|1||
EN-9789264031821-0407061e.pdf||||||[GeographicalAreas]: Finland|1||
EN-9789264031821-0407061e.pdf||||||[GeographicalAreas]: Czech Republic|1||
EN-9789264031821-0407061e.pdf||||||[GeographicalAreas]: Canada|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: competitiveness|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: government|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: economic development|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: state|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: business|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: universities|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: regional policy|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: networks|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: technology|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: research|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: regional development|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: industry|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: information and communications technology|1||
EN-9789264031821-0407061e.pdf||||||[Topics]: enterprises|1||
|||||||||
EN-9789264018556-2204051e.pdf|[Topics]: adaptation to change|1|||||||
EN-9789264018556-2204051e.pdf|[Topics]: industrial structure|1|||||||
EN-9789264018556-2204051e.pdf|[Topics]: technological change|1|||||||
EN-9789264018556-2204051e.pdf|||[Topics]: clothing industry|1|||||
EN-9789264018556-2204051e.pdf|||[Topics]: textile industry|1|||||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: World|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: China|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: Developing countries|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: Developed countries|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: Chinese Taipei|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: Japan|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: OECD countries|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: United Kingdom|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: European Union|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: Central and Eastern Europe|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: Non-OECD countries|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: Mexico|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: Dominican Republic|1||
EN-9789264018556-2204051e.pdf||||||[GeographicalAreas]: Least developed countries|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: unemployment insurance|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: exports|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: state|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: suppliers|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: imports|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: mutual agreement procedure|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: tariffs|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: market|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: trade|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: products|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: production|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: workers|1||
EN-9789264018556-2204051e.pdf||||||[Topics]: textiles|1||
|||||||||
EN-9789264197190-9302011e.pdf|||[Topics]: data protection|1|||||
EN-9789264197190-9302011e.pdf|||[Topics]: guidelines|1|||||
EN-9789264197190-9302011e.pdf|||[Topics]: privacy protection|1|||||
EN-9789264197190-9302011e.pdf|||[Topics]: transnational data flow|1|||||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: France|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: Paris|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: Non-OECD countries|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: OECD countries|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: Developing countries|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: Ottawa|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: World|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: Southeast Europe|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: OECD area|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: Continental Europe|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: Slovak Republic|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: Czech Republic|1||
EN-9789264197190-9302011e.pdf||||||[GeographicalAreas]: United Kingdom|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: legislation|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: use of data|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: information|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: interest|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: groups|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: networks|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: law|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: data collecting|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: privacy|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: data processing|1||
EN-9789264197190-9302011e.pdf||||||[Topics]: personal data|1||
|||||||||
EN-9789264111233-5111051e.pdf|[Topics]: fishery|1|||||||
EN-9789264111233-5111051e.pdf|[Topics]: agricultural policy|1|||||||
EN-9789264111233-5111051e.pdf|||[Topics]: agriculture|1|||||
EN-9789264111233-5111051e.pdf|||[Topics]: sustainable growth|1|||||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: Paris|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: United Kingdom|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: Slovak Republic|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: New Zealand|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: Republic of Korea|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: Czech Republic|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: OECD countries|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: Rome|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: Developing countries|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: Developed countries|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: World|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: EU15 countries|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: Africa South of Sahara|1||
EN-9789264111233-5111051e.pdf||||||[GeographicalAreas]: European Union|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: food production|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: economic growth|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: land|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: measurement|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: farmers|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: agricultural production|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: greenhouse gas emissions|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: water|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: natural resources|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: climate change|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: green growth strategy|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: production|1||
EN-9789264111233-5111051e.pdf||||||[Topics]: food|1||
|||||||||
EN-9789264042933-4208061e.pdf|[Topics]: governance|1|||||||
EN-9789264042933-4208061e.pdf|[Topics]: government policy|1|||||||
EN-9789264042933-4208061e.pdf|||[GeographicalAreas]: Brazil|1|||||
EN-9789264042933-4208061e.pdf|||[Topics]: regulations|1|||||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: France|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: Canada|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: Australia|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: United Kingdom|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: Spain|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: Mexico|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: Southeast Europe|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: State of São Paulo|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: Latin America|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: Europe|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: OECD countries|1||
EN-9789264042933-4208061e.pdf||||||[GeographicalAreas]: Brasilia|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: processing|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: transport industry|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: energy|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: telecommunications|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: consumers|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: competition|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: transport|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: marketing|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: government|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: market|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: state|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: law|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: health insurance|1||
EN-9789264042933-4208061e.pdf||||||[Topics]: regulatory reform|1||
|||||||||
EN-9789264108677-8104171e.pdf|[Topics]: manpower planning|1|||||||
EN-9789264108677-8104171e.pdf|[Topics]: labour policy|1|||||||
EN-9789264108677-8104171e.pdf|[Topics]: international agreements|1|||||||
EN-9789264108677-8104171e.pdf|||[Topics]: migrant workers|1|||||
EN-9789264108677-8104171e.pdf|||[Topics]: recruitment|1|||||
EN-9789264108677-8104171e.pdf|||[Topics]: migration|1|||||
EN-9789264108677-8104171e.pdf|||[Topics]: employment|1|||||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: France|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: Switzerland|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: Philippines|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: Romania|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: Italy|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: Germany|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: Poland|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: United Kingdom|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: Czech Republic|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: New Zealand|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: Slovak Republic|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: Receiving countries|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: Central and Eastern Europe|1||
EN-9789264108677-8104171e.pdf||||||[GeographicalAreas]: European Union|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: foreigners|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: immigration|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: seasonal workers|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: labour migration|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: nationals|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: employers|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: foreign workers|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: workers|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: work permit|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: labour market|1||
EN-9789264108677-8104171e.pdf||||||[Topics]: labour|1||
|||||||||
EN-9789264099227-9703031e.pdf|[Topics]: environmental protection|1|||||||
EN-9789264099227-9703031e.pdf|[Topics]: sustainable development|1|||||||
EN-9789264099227-9703031e.pdf|[Topics]: trade opportunities|1|||||||
EN-9789264099227-9703031e.pdf|[Topics]: access to markets|1|||||||
EN-9789264099227-9703031e.pdf|||[Topics]: biodiversity|1|||||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Paris|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Brazil|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Washington, D.C.|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: World|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Latin America|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: New York City|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Central America|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Southern Africa|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Developing countries|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Africa|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Costa Rica|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Ecuador|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Developed countries|1||
EN-9789264099227-9703031e.pdf||||||[GeographicalAreas]: Zimbabwe|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: private sector|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: genetic resources|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: investment|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: property rights|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: consumers|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: agriculture|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: ecosystems|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: government|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: information|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: goods|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: products|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: resources conservation|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: marketing|1||
EN-9789264099227-9703031e.pdf||||||[Topics]: market|1||
|||||||||
EN-9789264028838-4107111e.pdf|||[GeographicalAreas]: Developing countries|1|||||
EN-9789264028838-4107111e.pdf|||[Topics]: public sector|1|||||
EN-9789264028838-4107111e.pdf|||[Topics]: private sector|1|||||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: World|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Fragile states|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: New York City|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Republic of Korea|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Africa|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: London|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Latin America|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Nigeria|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Africa South of Sahara|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Ghana|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Chinese Taipei|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Least developed countries|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Southeast Europe|1||
EN-9789264028838-4107111e.pdf||||||[GeographicalAreas]: Industrial countries|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: civil society|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: press|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: economics|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: economic policy|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: country dialogue|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: risk|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: bureaucracy|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: occupational organisations|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: government policy|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: development centres|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: business|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: government|1||
EN-9789264028838-4107111e.pdf||||||[Topics]: state|1||
|||||||||
EN-9789264179363-8112101e.pdf|[Topics]: government policy|1|||||||
EN-9789264179363-8112101e.pdf|[Topics]: women's status|1|||||||
EN-9789264179363-8112101e.pdf|[Topics]: mothers|1|||||||
EN-9789264179363-8112101e.pdf|[Topics]: women workers|1|||||||
EN-9789264179363-8112101e.pdf|[Topics]: entrepreneurship|1|||||||
EN-9789264179363-8112101e.pdf|||[Topics]: employment|1|||||
EN-9789264179363-8112101e.pdf|||[Topics]: gender equality|1|||||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: Paris|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: United Kingdom|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: Slovak Republic|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: Mexico|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: Czech Republic|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: OECD countries|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: MENA countries|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: South Africa|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: Central and Eastern Europe|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: Developing countries|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: Southern Africa|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: East Africa|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: Southern Asia|1||
EN-9789264179363-8112101e.pdf||||||[GeographicalAreas]: Lao People's Democratic Republic|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: wages|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: education|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: labour market|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: girls|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: gender pay gap|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: business|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: labour force participation|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: enterprises|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: labour|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: gender roles|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: men|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: gender discrimination|1||
EN-9789264179363-8112101e.pdf||||||[Topics]: women|1||
|||||||||
FR-9789282113202-7504062e.pdf|[Topics]: conference reports|1|||||||
FR-9789282113202-7504062e.pdf|[Topics]: freight|1|||||||
FR-9789282113202-7504062e.pdf|[Topics]: transport economics|1|||||||
FR-9789282113202-7504062e.pdf|||[GeographicalAreas]: Europe|1|||||
FR-9789282113202-7504062e.pdf|||[Topics]: railway transport|1|||||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: France|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Brussels|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Switzerland|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Italy|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Rome|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Germany|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Milan|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Alps|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Western Europe|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: London|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Great Britain|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Mediterranean|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: Central and Eastern Europe|1||
FR-9789282113202-7504062e.pdf||||||[GeographicalAreas]: European Union|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: privatisation|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: reports|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: roads|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: trains|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: infrastructure|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: competition|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: corporations|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: networks|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: costs|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: enterprises|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: market|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: goods|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: transport|1||
FR-9789282113202-7504062e.pdf||||||[Topics]: railways|1||
|||||||||
EN-9789264115651-9211081e.pdf|[Topics]: country studies|1|||||||
EN-9789264115651-9211081e.pdf|||[Topics]: business|1|||||
EN-9789264115651-9211081e.pdf|||[Topics]: innovations|1|||||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Canada|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Paris|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: United States|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: United Kingdom|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Norway|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Netherlands|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Finland|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Denmark|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Australia|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: OECD countries|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Europe|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Southeast Europe|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Cyprus|1||
EN-9789264115651-9211081e.pdf||||||[GeographicalAreas]: Alberta|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: marketing|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: standards|1||
EN-9789264115651-9211081e.pdf||||||[Topics]: technology|1||
